"gid","high_temp"
1,"26.18000030517578"
2,"27.31199836730957"
3,"27.27199935913086"
4,"27.27199935913086"
5,"28.559999465942383"
6,"26.676000595092773"
7,"26.43600082397461"
8,"28.035999298095703"
9,"25.788000106811523"
10,"26.260000228881836"
11,"26.260000228881836"
12,"26.304000854492188"
13,"26.86400032043457"
14,"27.06399917602539"
15,"26.86400032043457"
16,"26.124000549316406"
17,"27.06399917602539"
18,"26.43600082397461"
19,"26.43600082397461"
20,"25.76799964904785"
21,"25.392000198364258"
22,"25.832000732421875"
23,"27.100000381469727"
24,"26.45599937438965"
25,"26.45599937438965"
26,"26.823999404907227"
27,"26.40399932861328"
28,"26.124000549316406"
29,"26.124000549316406"
30,"26.124000549316406"
31,"26.8799991607666"
32,"25.79599952697754"
33,"28.18000030517578"
34,"26.420000076293945"
35,"26.107999801635742"
36,"26.107999801635742"
37,"26.959999084472656"
38,"26.284000396728516"
39,"28.3799991607666"
40,"27.007999420166016"
41,"25.91200065612793"
42,"27.54400062561035"
43,"27.09600067138672"
44,"27.375999450683594"
45,"26.13599967956543"
46,"27.6200008392334"
47,"26.576000213623047"
48,"27.11199951171875"
49,"24.76799964904785"
50,"26.86400032043457"
51,"26.644001007080078"
52,"26.644001007080078"
53,"26.644001007080078"
54,"26.644001007080078"
55,"27.559999465942383"
56,"27.559999465942383"
57,"26.644001007080078"
58,"26.644001007080078"
59,"27.559999465942383"
60,"27.559999465942383"
61,"27.559999465942383"
62,"27.299999237060547"
63,"27.299999237060547"
64,"27.299999237060547"
65,"27.299999237060547"
66,"27.299999237060547"
67,"27.299999237060547"
68,"27.24799919128418"
69,"27.24799919128418"
70,"25.576000213623047"
71,"27.299999237060547"
72,"27.299999237060547"
73,"27.299999237060547"
74,"27.299999237060547"
75,"27.299999237060547"
76,"27.299999237060547"
77,"27.299999237060547"
78,"27.299999237060547"
79,"27.076000213623047"
80,"27.559999465942383"
81,"27.559999465942383"
82,"27.055999755859375"
83,"26.08799934387207"
84,"25.803998947143555"
85,"27.916000366210938"
86,"27.440000534057617"
87,"25.2760009765625"
88,"27.827999114990234"
89,"27.959999084472656"
90,"28.496000289916992"
91,"25.392000198364258"
92,"25.687999725341797"
93,"25.18400001525879"
94,"25.6560001373291"
95,"25.70800018310547"
96,"25.6560001373291"
97,"25.167999267578125"
98,"26.591999053955078"
99,"25.79599952697754"
100,"27.11199951171875"
101,"27.59600067138672"
102,"26.45599937438965"
103,"26.823999404907227"
104,"26.8799991607666"
105,"26.511999130249023"
106,"26.784000396728516"
107,"27.687999725341797"
108,"27.42799949645996"
109,"27.56800079345703"
110,"28.395999908447266"
111,"26.40799903869629"
112,"29.020000457763672"
113,"26.003999710083008"
114,"27.375999450683594"
115,"27.375999450683594"
116,"27.375999450683594"
117,"27.920000076293945"
118,"28.09200096130371"
119,"27.09600067138672"
120,"27.09600067138672"
121,"27.200000762939453"
122,"25.884000778198242"
123,"25.979999542236328"
124,"27.375999450683594"
125,"26.280000686645508"
126,"27.100000381469727"
127,"27.559999465942383"
128,"26.644001007080078"
129,"26.644001007080078"
130,"27.555999755859375"
131,"25.304000854492188"
132,"25.304000854492188"
133,"29.020000457763672"
134,"25.947999954223633"
135,"25.97599983215332"
136,"24.76799964904785"
137,"24.76799964904785"
138,"23.983999252319336"
139,"25.479999542236328"
140,"27.27199935913086"
141,"27.31199836730957"
142,"27.27199935913086"
143,"24.360000610351562"
144,"24.360000610351562"
145,"25.743999481201172"
146,"24.323999404907227"
147,"27.368000030517578"
148,"24.360000610351562"
149,"25.42799949645996"
150,"24.360000610351562"
151,"24.323999404907227"
152,"24.360000610351562"
153,"25.615999221801758"
154,"25.615999221801758"
155,"25.615999221801758"
156,"25.615999221801758"
157,"25.615999221801758"
158,"25.615999221801758"
196,"25.304000854492188"
159,"25.615999221801758"
160,"25.615999221801758"
161,"25.615999221801758"
162,"25.615999221801758"
163,"25.615999221801758"
164,"25.615999221801758"
165,"25.615999221801758"
166,"24.371999740600586"
167,"25.615999221801758"
168,"25.615999221801758"
169,"25.615999221801758"
170,"25.615999221801758"
171,"25.615999221801758"
172,"25.615999221801758"
173,"25.615999221801758"
174,"25.803998947143555"
175,"26.760000228881836"
176,"25.803998947143555"
177,"25.615999221801758"
178,"25.615999221801758"
179,"26.280000686645508"
180,"24.916000366210938"
181,"24.15999984741211"
182,"24.360000610351562"
183,"28.488000869750977"
184,"28.488000869750977"
185,"27.916000366210938"
186,"27.639999389648438"
187,"27.639999389648438"
188,"27.916000366210938"
189,"27.916000366210938"
190,"27.916000366210938"
191,"27.916000366210938"
192,"27.916000366210938"
193,"27.916000366210938"
194,"27.54400062561035"
195,"28.09200096130371"
197,"29.059999465942383"
198,"28.035999298095703"
199,"26.492000579833984"
200,"26.492000579833984"
201,"26.492000579833984"
202,"26.492000579833984"
203,"26.492000579833984"
204,"26.328001022338867"
205,"26.328001022338867"
206,"25.91200065612793"
207,"26.576000213623047"
208,"26.576000213623047"
209,"25.91200065612793"
210,"26.908000946044922"
211,"26.579999923706055"
212,"25.167999267578125"
213,"26.36400032043457"
214,"25.959999084472656"
215,"26.303998947143555"
216,"26.576000213623047"
217,"26.163999557495117"
218,"27.368000030517578"
219,"25.615999221801758"
220,"25.803998947143555"
221,"26.760000228881836"
222,"26.760000228881836"
223,"26.760000228881836"
224,"26.760000228881836"
225,"27.95199966430664"
226,"27.95199966430664"
227,"27.95199966430664"
228,"28.559999465942383"
229,"28.559999465942383"
230,"28.559999465942383"
231,"29.079999923706055"
232,"26.167999267578125"
233,"27.639999389648438"
234,"29.079999923706055"
235,"29.079999923706055"
236,"26.187999725341797"
237,"26.187999725341797"
238,"26.187999725341797"
239,"26.187999725341797"
240,"29.079999923706055"
241,"29.079999923706055"
242,"29.079999923706055"
243,"28.59200096130371"
244,"26.392000198364258"
245,"24.832000732421875"
246,"24.832000732421875"
247,"28.3799991607666"
248,"30.652000427246094"
249,"28.3799991607666"
250,"25.968000411987305"
251,"25.968000411987305"
252,"25.399999618530273"
253,"26.083999633789062"
254,"27.440000534057617"
255,"25.687999725341797"
256,"27.163999557495117"
257,"26.76799964904785"
258,"26.908000946044922"
259,"25.76799964904785"
260,"25.76799964904785"
261,"29.243999481201172"
262,"25.416000366210938"
263,"26.25200080871582"
264,"28.59600067138672"
265,"28.59600067138672"
266,"28.59600067138672"
267,"28.59600067138672"
268,"28.59600067138672"
269,"28.59600067138672"
270,"27.823999404907227"
271,"28.59600067138672"
272,"27.54400062561035"
273,"27.54400062561035"
274,"27.54400062561035"
275,"28.355998992919922"
276,"26.488000869750977"
277,"26.172000885009766"
278,"26.576000213623047"
279,"27.20800018310547"
280,"26.371999740600586"
281,"25.392000198364258"
282,"25.93199920654297"
283,"25.93199920654297"
284,"25.392000198364258"
285,"28.54400062561035"
286,"25.88800048828125"
287,"28.95199966430664"
288,"25.615999221801758"
289,"25.935998916625977"
290,"25.79199981689453"
291,"28.20800018310547"
292,"27.784000396728516"
293,"27.007999420166016"
294,"28.20800018310547"
295,"26.488000869750977"
296,"26.488000869750977"
297,"26.488000869750977"
298,"27.440000534057617"
299,"28.012001037597656"
300,"27.70800018310547"
301,"27.687999725341797"
302,"27.70800018310547"
303,"26.76799964904785"
304,"27.855998992919922"
305,"27.20800018310547"
306,"26.079999923706055"
307,"27.007999420166016"
308,"25.18400001525879"
309,"25.18400001525879"
310,"25.88399887084961"
311,"26.604000091552734"
312,"26.40399932861328"
313,"26.644001007080078"
314,"26.751998901367188"
315,"28.20800018310547"
316,"28.20800018310547"
317,"26.23200035095215"
318,"25.191999435424805"
319,"25.392000198364258"
320,"26.115999221801758"
321,"25.81999969482422"
322,"25.81999969482422"
323,"25.81999969482422"
324,"25.81999969482422"
325,"25.81999969482422"
326,"26.055999755859375"
327,"25.81999969482422"
328,"25.81999969482422"
329,"25.868000030517578"
330,"28.559999465942383"
331,"28.559999465942383"
332,"28.559999465942383"
333,"25.968000411987305"
334,"27.20800018310547"
335,"25.540000915527344"
336,"25.56399917602539"
337,"27.440000534057617"
338,"27.3799991607666"
339,"27.77199935913086"
340,"26.591999053955078"
341,"27.77199935913086"
342,"27.77199935913086"
343,"26.503999710083008"
344,"26.503999710083008"
345,"26.535999298095703"
346,"25.615999221801758"
347,"25.615999221801758"
348,"25.615999221801758"
349,"27.8799991607666"
350,"28.559999465942383"
351,"27.392000198364258"
352,"27.56800079345703"
353,"27.875999450683594"
354,"25.76799964904785"
355,"27.52400016784668"
356,"26.263999938964844"
357,"26.923999786376953"
358,"26.43600082397461"
359,"26.327999114990234"
360,"26.027999877929688"
361,"26.79199981689453"
362,"26.076000213623047"
363,"25.935998916625977"
364,"25.935998916625977"
365,"25.935998916625977"
366,"25.935998916625977"
367,"25.08799934387207"
368,"27.483999252319336"
369,"25.832000732421875"
370,"25.935998916625977"
371,"25.935998916625977"
372,"25.935998916625977"
373,"25.935998916625977"
374,"25.935998916625977"
375,"25.935998916625977"
376,"25.935998916625977"
377,"25.935998916625977"
378,"25.935998916625977"
379,"25.935998916625977"
380,"25.935998916625977"
381,"25.935998916625977"
382,"25.935998916625977"
383,"25.935998916625977"
384,"25.935998916625977"
385,"25.935998916625977"
386,"25.935998916625977"
387,"25.935998916625977"
388,"25.935998916625977"
389,"25.935998916625977"
390,"25.935998916625977"
391,"25.935998916625977"
392,"25.935998916625977"
393,"25.935998916625977"
394,"25.935998916625977"
395,"25.935998916625977"
396,"25.935998916625977"
397,"25.935998916625977"
398,"25.935998916625977"
399,"25.935998916625977"
400,"25.935998916625977"
401,"25.935998916625977"
402,"25.935998916625977"
403,"25.935998916625977"
404,"25.935998916625977"
405,"25.935998916625977"
406,"25.935998916625977"
407,"25.935998916625977"
408,"25.935998916625977"
409,"25.935998916625977"
410,"25.935998916625977"
411,"25.935998916625977"
412,"25.935998916625977"
413,"25.935998916625977"
414,"25.935998916625977"
415,"25.935998916625977"
416,"25.935998916625977"
417,"25.935998916625977"
418,"25.935998916625977"
419,"25.935998916625977"
420,"25.935998916625977"
421,"25.935998916625977"
422,"25.935998916625977"
423,"25.935998916625977"
424,"25.935998916625977"
425,"25.935998916625977"
426,"25.935998916625977"
427,"25.935998916625977"
428,"25.935998916625977"
429,"25.935998916625977"
430,"25.935998916625977"
431,"25.935998916625977"
432,"25.935998916625977"
433,"25.935998916625977"
434,"25.935998916625977"
435,"25.935998916625977"
436,"25.935998916625977"
437,"25.935998916625977"
438,"25.935998916625977"
439,"25.935998916625977"
440,"25.935998916625977"
441,"25.935998916625977"
442,"25.935998916625977"
443,"25.935998916625977"
444,"25.935998916625977"
445,"25.935998916625977"
446,"25.935998916625977"
447,"25.935998916625977"
448,"25.935998916625977"
449,"25.935998916625977"
450,"25.935998916625977"
451,"25.935998916625977"
452,"25.935998916625977"
453,"25.935998916625977"
454,"25.935998916625977"
455,"25.935998916625977"
456,"25.935998916625977"
457,"25.935998916625977"
458,"25.935998916625977"
459,"25.935998916625977"
460,"25.935998916625977"
461,"25.935998916625977"
462,"25.935998916625977"
463,"25.935998916625977"
464,"25.935998916625977"
465,"25.935998916625977"
466,"25.935998916625977"
467,"25.935998916625977"
468,"25.935998916625977"
469,"25.935998916625977"
470,"25.935998916625977"
471,"25.935998916625977"
472,"25.935998916625977"
473,"25.935998916625977"
474,"25.935998916625977"
475,"25.935998916625977"
476,"25.935998916625977"
477,"25.935998916625977"
478,"25.935998916625977"
479,"25.935998916625977"
480,"25.935998916625977"
481,"25.935998916625977"
482,"25.935998916625977"
483,"25.935998916625977"
484,"25.935998916625977"
485,"25.935998916625977"
486,"25.935998916625977"
487,"25.935998916625977"
488,"25.935998916625977"
489,"25.935998916625977"
490,"25.935998916625977"
491,"25.935998916625977"
492,"25.935998916625977"
493,"25.935998916625977"
645,"26.760000228881836"
494,"25.935998916625977"
