"gid","gid-2","dist"
229,2932,"913.5065714884579"
230,2932,"699.333102925173"
231,3906,"742.4437893376611"
232,4090,"3755.086945022756"
233,3241,"291.0633989818444"
234,3873,"502.961500876496"
235,3873,"548.3127537350961"
236,3611,"1135.8643083350585"
237,3611,"1330.8024537269462"
238,3611,"1387.19141556627"
239,3611,"854.7957337513452"
240,3906,"814.0580955866199"
241,3906,"755.1692223064709"
242,3906,"421.2837410948746"
243,2697,"982.753640020969"
244,2933,"1641.8326356443856"
245,3322,"604.0989857792082"
246,3322,"617.2273949907219"
247,706,"833.3961366170307"
248,369,"403.5954563262132"
249,706,"626.6939273052332"
250,3157,"1634.7307268108013"
251,3157,"1558.977192548782"
252,2604,"240.2417606988664"
253,2866,"1072.4148547204375"
254,3167,"131.60598106663204"
255,2826,"38.584120514595476"
256,3431,"1131.0592592323176"
257,3431,"2940.8006614932538"
258,3200,"1176.884950593953"
259,3130,"776.0077440301919"
260,3130,"805.9664678266112"
261,1957,"409.1795140735841"
262,3818,"2626.2633991183293"
263,1676,"2175.219257217781"
264,4129,"81.0909213589976"
265,4129,"99.06944316491332"
266,4129,"167.15033880620223"
267,4129,"124.5884137803208"
268,4129,"60.86699796113137"
269,4129,"72.76375968616068"
270,4094,"703.2598390528074"
271,4129,"286.44382669326745"
272,3818,"457.8313243832092"
273,3818,"536.7992528860416"
274,3818,"420.9702102497647"
275,4035,"844.8905345031628"
276,3652,"152.5842084468604"
277,3982,"4826.469503465777"
278,4358,"4522.216045055934"
279,2915,"2241.598790585078"
280,3767,"736.0263409258786"
281,2828,"2107.6274528332606"
282,3973,"1762.7580002604423"
283,3973,"1702.8866005110126"
284,2828,"2428.6424197621523"
285,1940,"712.118792051332"
286,4214,"112.33481285069585"
287,3521,"1245.0889078615544"
